,날짜,스크린수,스크린점유율,상영횟수,상영점유율,좌석수,좌석점유율,좌석판매율,매출액,매출액증감(전일대비),관객수,관객수증감(전일대비),누적매출액,누적관객수,순위
0,2014-07-20,1,0.0,1,0.0,238,0.0,1.0,1428000,1428000 ( 100.0% ),238,238 ( 100.0% ),1428000,238,34
1,2014-07-21,18,0.005,28,0.002,7241,0.003,0.741,44016000,42588000 ( 2982.4% ),5369,5131 ( 2155.9% ),45444000,5607,7
2,2014-07-22,37,0.01,38,0.003,5600,0.003,0.099,4416000,-39600000 ( -90.0% ),552,-4817 ( -89.7% ),49860000,6159,22
3,2014-07-23,4,0.001,4,0.0,837,0.0,1.0,6696000,2280000 ( 51.6% ),837,285 ( 51.6% ),56556000,6996,9
4,2014-07-24,8,0.002,10,0.001,1741,0.001,1.086,14979000,8283000 ( 123.7% ),1890,1053 ( 125.8% ),71535000,8886,9
5,2014-07-25,6,0.002,6,0.0,1267,0.001,0.919,10268000,-4711000 ( -31.5% ),1164,-726 ( -38.4% ),81803000,10050,10
6,2014-07-27,18,0.005,18,0.001,2627,0.001,0.924,16996000,16996000 ( 100.0% ),2428,2428 ( 100.0% ),98799000,12478,9
7,2014-07-28,10,0.003,12,0.001,1949,0.001,1.0,13799000,-3197000 ( -18.8% ),1949,-479 ( -19.7% ),112598000,14427,11
8,2014-07-29,37,0.01,40,0.003,8120,0.003,0.994,59633000,45834000 ( 332.2% ),8073,6124 ( 314.2% ),172231000,22500,5
9,2014-07-30,1159,0.336,6147,0.423,1152173,0.484,0.593,4708879000,4649246000 ( 7796.4% ),682701,674628 ( 8356.6% ),4881110000,705201,1
10,2014-07-31,1202,0.318,6258,0.421,1176034,0.483,0.6,5243409900,534530900 ( 11.4% ),705070,22369 ( 3.3% ),10124519900,1410271,1
11,2014-08-01,1300,0.337,6699,0.444,1255037,0.509,0.691,6918410307,1675000407 ( 31.9% ),867437,162367 ( 23.0% ),17042930207,2277708,1
12,2014-08-02,1494,0.376,7605,0.491,1402659,0.553,0.879,9826541209,2908130902 ( 42.0% ),1232529,365092 ( 42.1% ),26869471416,3510237,1
13,2014-08-03,1587,0.398,7963,0.521,1456645,0.582,0.863,10031212500,204671291 ( 2.1% ),1257380,24851 ( 2.0% ),36900683916,4767617,1
14,2014-08-04,1443,0.394,7551,0.509,1414635,0.584,0.7,7455501400,-2575711100 ( -25.7% ),990022,-267358 ( -21.3% ),44356185316,5757639,1
